mua_objectid,mua_aggname_short,mua_country_code,mua_country,mua_mean_lon,mua_mean_lat,mua_cell_count,mua_worldpop_thousands,mua_area_m2,region_1,economy,sub_regions
422,Hamburg,276,Germany,9.99537037,53.53240741,27,749,217712864,Europe,advanced,Europe
427,Hannover,276,Germany,9.7375,52.3725,20,392,157029664,Europe,advanced,Europe
1490,Karlsruhe,276,Germany,8.371875,49.021875,16,239,142720864,Europe,advanced,Europe
615,Leipzig,276,Germany,12.355,51.345,15,263,109337456,Europe,advanced,Europe
1381,Mannheim,276,Germany,8.4775,49.4925,20,355,164542336,Europe,advanced,Europe
739,Muenster,276,Germany,7.644230769,51.94807692,13,204,103040104,Europe,advanced,Europe
1561,Munich,276,Germany,11.55530303,48.12954545,33,1424,370034848,Europe,advanced,Europe
791,Nurenberg,276,Germany,11.05,49.45,22,582,253274080,Europe,advanced,Europe
1020,Stuttgart,276,Germany,9.1575,48.8325,20,431,168733920,Europe,advanced,Europe
1508,Wuppertal,276,Germany,7.185714286,51.275,14,192,74344712,Europe,advanced,Europe
1554,Athens,300,Greece,23.71354167,37.99791667,48,3329,634706816,Europe,advanced,Europe
1068,Thessaloniki,300,Greece,22.90921053,40.65131579,19,816,195005808,Europe,advanced,Europe
195,Budapest,348,Hungary,19.13125,47.4675,40,1681,514162944,Europe,advanced,Europe
324,Dublin,372,Ireland,-6.28375,53.33,40,1193,410025280,Europe,advanced,Europe
123,Bari,380,Italy,16.821875,41.090625,16,364,163141904,Europe,advanced,Europe
126,Barletta,380,Italy,16.3,41.3,8,95,42833100,Europe,advanced,Europe
1298,Bologna,380,Italy,11.34375,44.5,16,426,151794448,Europe,advanced,Europe
186,Brescia,380,Italy,10.23425926,45.52314815,27,331,250989344,Europe,advanced,Europe
204,Cagliari,380,Italy,9.185,39.235,15,274,127437720,Europe,advanced,Europe
217,Catania,380,Italy,15.075,37.57321429,28,683,373186880,Europe,advanced,Europe
353,Florence,380,Italy,11.15,43.8234375,32,799,382498496,Europe,advanced,Europe
380,Genoa,380,Italy,8.920454545,44.41590909,11,433,68790320,Europe,advanced,Europe
1366,Latina,380,Italy,12.89722222,41.45833333,9,85,58521148,Europe,advanced,Europe
149,Milan+,380,Italy,9.208969466,45.58835878,131,4554,1920219264,Europe,advanced,Europe
1296,Modena,380,Italy,10.92045455,44.63409091,11,163,96571288,Europe,advanced,Europe
216,Napoli+,380,Italy,14.32619048,40.8952381,84,3500,1236759936,Europe,advanced,Europe
1513,Padova,380,Italy,11.8625,45.396875,16,310,177010560,Europe,advanced,Europe
818,Palermo,380,Italy,13.36666667,38.13333333,18,725,179831120,Europe,advanced,Europe
825,Parma,380,Italy,10.325,44.8,10,156,86426432,Europe,advanced,Europe
834,Pescara,380,Italy,14.175,42.44772727,11,185,73150944,Europe,advanced,Europe
1449,Reggio-Emilia,380,Italy,10.63125,44.68125,8,133,73276976,Europe,advanced,Europe
910,Rome,380,Italy,12.50707547,41.86933962,53,2490,729704128,Europe,advanced,Europe
926,Salerno,380,Italy,14.8,40.675,8,131,45656916,Europe,advanced,Europe
1501,Taranto,380,Italy,17.2275,40.4725,20,184,120870600,Europe,advanced,Europe
1086,Torino,380,Italy,7.629166667,45.07916667,24,1183,267263776,Europe,advanced,Europe
1413,Treviso,380,Italy,12.26538462,45.77692308,26,227,250777296,Europe,advanced,Europe
1502,Venezia,380,Italy,12.28815789,45.39078947,19,175,70139072,Europe,advanced,Europe
1123,Verona,380,Italy,10.95555556,45.41944444,18,265,150609600,Europe,advanced,Europe
1514,Vicenza,380,Italy,11.5,45.51388889,18,176,138461520,Europe,advanced,Europe
903,Riga,428,Latvia,24.11,56.9425,20,451,158702192,Europe,advanced,Europe
1129,Vilnius,440,Lithuania,25.26029412,54.69558824,17,221,135367968,Europe,advanced,Europe
1002,Skopje,807,Macedonia,21.40555556,42.00833333,18,260,173694048,Europe,other,Europe
1255,Chisinau,498,Moldova,28.825,47.01875,16,316,189067648,Europe,other,Europe
59,Amsterdam,528,Netherlands,4.827631579,52.34473684,38,1039,372376512,Europe,advanced,Europe
331,Eindhoven,528,Netherlands,5.463888889,51.45,18,310,157127904,Europe,advanced,Europe
914,Rotterdam+,528,Netherlands,4.390517241,51.95201149,87,2236,964396352,Europe,advanced,Europe
1414,Utrecht,528,Netherlands,5.0725,52.07,20,469,182939008,Europe,advanced,Europe
809,Oslo,578,Norway,10.759,59.925,25,507,179746544,Europe,advanced,Europe
203,Bydgoszcz,616,Poland,18,53.125,16,271,106768736,Europe,advanced,Europe
376,Gdansk,616,Poland,18.63653846,54.33653846,26,407,209486144,Europe,advanced,Europe
548,Katowice,616,Poland,19.11363636,50.28181818,22,452,183533968,Europe,advanced,Europe
580,Krakow,616,Poland,19.94166667,50.055,15,364,104467864,Europe,advanced,Europe
795,Lodz,616,Poland,19.45,51.755,20,595,171495120,Europe,advanced,Europe
651,Lublin,616,Poland,22.575,51.23269231,13,335,123832048,Europe,advanced,Europe
861,Poznan,616,Poland,16.89404762,52.39642857,21,486,211631152,Europe,advanced,Europe
1037,Szczecin,616,Poland,14.55,53.43928571,14,267,103810736,Europe,advanced,Europe
1144,Warsaw,616,Poland,20.9984375,52.221875,32,1529,361927616,Europe,advanced,Europe
1154,Wroclaw,616,Poland,17.01029412,51.11029412,17,425,134246816,Europe,advanced,Europe
633,Lisbon,620,Portugal,-9.167982456,38.70921053,57,2090,671580864,Europe,advanced,Europe
854,Porto,620,Portugal,-8.602027027,41.11689189,37,1110,467688224,Europe,advanced,Europe
194,Bucharest,642,Romania,26.096875,44.4359375,32,2002,410578496,Europe,advanced,Europe
262,Cluj-Napoca,642,Romania,23.59318182,46.77954545,11,287,92626312,Europe,advanced,Europe
1074,Timisoara,642,Romania,21.24166667,45.75,12,314,117966688,Europe,advanced,Europe
147,Belgrade,688,Serbia,20.45921053,44.79605263,19,881,209075392,Europe,other,Europe
183,Bratislava,703,Slovakia,17.13970588,48.14558824,17,310,145590176,Europe,advanced,Europe
1437,Alicante,724,Spain,-0.481666667,38.38166667,15,430,149320736,Europe,advanced,Europe
121,Barcelona_*Spain*,724,Spain,2.153571429,41.41964286,28,2857,288657536,Europe,advanced,Europe
162,Bilbao,724,Spain,-2.986904762,43.29642857,21,808,182163040,Europe,advanced,Europe
1236,Cordoba_*Spain*,724,Spain,-4.76,37.885,10,267,105554784,Europe,advanced,Europe
609,Las-Palmas-Gran-Canaria,724,Spain,-15.43333333,28.125,6,330,56349440,Europe,advanced,Europe
668,Madrid,724,Spain,-3.739583333,40.38125,48,4537,694829824,Europe,advanced,Europe
675,Malaga,724,Spain,-4.463888889,36.69722222,18,661,149630736,Europe,advanced,Europe
1547,Murcia,724,Spain,-1.185416667,38.01041667,24,499,336800480,Europe,advanced,Europe
819,Palma,724,Spain,2.688333333,39.55166667,15,459,135730656,Europe,advanced,Europe
976,Sevilla,724,Spain,-5.960185185,37.34722222,27,1086,365919264,Europe,advanced,Europe
1113,Valencia_*Spain*,724,Spain,-0.4484375,39.496875,64,1529,413749024,Europe,advanced,Europe
1115,Valladolid,724,Spain,-4.725,41.62916667,12,358,131794504,Europe,advanced,Europe
1215,Zaragoza,724,Spain,-0.896875,41.65,16,556,155245568,Europe,advanced,Europe
390,Goteborg,752,Sweden,11.95833333,57.70416667,24,368,134229136,Europe,advanced,Europe
1017,Stockholm,752,Sweden,17.9712963,59.3287037,27,913,203974720,Europe,advanced,Europe
128,Basel,756,Switzerland,7.584375,47.55625,16,382,172309536,Europe,advanced,Europe
151,Bern,756,Switzerland,7.456818182,46.97045455,11,219,106844784,Europe,advanced,Europe
379,Geneva,756,Switzerland,6.151923077,46.21346154,13,445,83483224,Europe,advanced,Europe
613,Lausanne,756,Switzerland,6.614130435,46.46413043,23,287,125079056,Europe,advanced,Europe
1564,Zurich,756,Switzerland,8.346875,47.40208333,48,880,656634240,Europe,advanced,Europe
317,Dnipropetrovsk,804,Ukraine,35.00564516,48.4733871,31,755,311299744,Europe,other,Europe
318,Donetsk+,804,Ukraine,37.84642857,48.03452381,42,943,529031072,Europe,other,Europe
560,Kharkiv,804,Ukraine,36.2828125,49.9828125,32,1364,340034240,Europe,other,Europe
596,Kiev,804,Ukraine,30.51666667,50.425,42,2262,487036928,Europe,other,Europe
583,Krivoi-Rog,804,Ukraine,33.38790323,47.91048387,31,539,330993728,Europe,other,Europe
655,Lugansk,804,Ukraine,39.328125,48.559375,16,379,165072416,Europe,other,Europe
662,Lvov,804,Ukraine,24.04038462,49.825,13,587,134034008,Europe,other,Europe
687,Mariupol,804,Ukraine,37.61637931,47.02672414,29,428,233353536,Europe,other,Europe
781,Nikolaev,804,Ukraine,32.02236842,46.97763158,19,456,142952432,Europe,other,Europe
796,Odesa,804,Ukraine,30.68529412,46.44852941,34,1107,335499456,Europe,other,Europe
975,Sevastopol,804,Ukraine,33.51166667,44.59166667,15,158,107337248,Europe,other,Europe
1000,Simferopol,804,Ukraine,34.11388889,44.95555556,18,338,137010384,Europe,other,Europe
1130,Vinnitsa,804,Ukraine,28.475,49.225,15,376,131146928,Europe,other,Europe
1214,Zaporizhzhya,804,Ukraine,35.15681818,47.85909091,22,622,225482720,Europe,other,Europe
140,Belfast,826,United_Kingdom,-5.852142857,54.61071429,35,473,258818656,Europe,advanced,Europe
164,Birmingham_*UK*,826,United_Kingdom,-1.976785714,52.51785714,56,2058,664109184,Europe,advanced,Europe
1493,Bournemouth+,826,United_Kingdom,-1.923076923,50.73653846,26,443,219512240,Europe,advanced,Europe
188,Brighton+,826,United_Kingdom,-0.175,50.85,10,297,77221952,Europe,advanced,Europe
190,Bristol,826,United_Kingdom,-2.569230769,51.475,26,645,262859456,Europe,advanced,Europe
1286,Cardiff,826,United_Kingdom,-3.21,51.47,20,440,169131472,Europe,advanced,Europe
277,Coventry+,826,United_Kingdom,-1.510294118,52.43970588,17,430,169328848,Europe,advanced,Europe
1359,Edinburgh,826,United_Kingdom,-3.2,55.925,18,467,154455536,Europe,advanced,Europe
381,Glasgow,826,United_Kingdom,-4.236111111,55.84944444,45,1082,459193216,Europe,advanced,Europe
1379,Kingston-upon-Hull,826,United_Kingdom,-0.367105263,53.76184211,19,326,143632176,Europe,advanced,Europe
614,Leicester,826,United_Kingdom,-1.125,52.625,19,516,172933920,Europe,advanced,Europe
163,Liverpool+,826,United_Kingdom,-2.927,53.395,50,1207,480893376,Europe,advanced,Europe
640,London_*UK*,826,United_Kingdom,-0.123795181,51.4996988,83,7064,1046699968,Europe,advanced,Europe
679,Manchester,826,United_Kingdom,-2.192777778,53.46166667,45,1703,530502752,Europe,advanced,Europe
775,Newcastle-upon-Tyne+,826,United_Kingdom,-1.542567568,54.96959459,37,974,394684800,Europe,advanced,Europe
1391,Newport,826,United_Kingdom,-3.005,51.595,15,166,102747280,Europe,advanced,Europe
786,Nottingham,826,United_Kingdom,-1.188636364,52.94772727,22,587,209986464,Europe,advanced,Europe
863,Preston,826,United_Kingdom,-2.7,53.75,14,224,105855104,Europe,advanced,Europe
897,Reading+,826,United_Kingdom,-0.904166667,51.44166667,12,189,80031080,Europe,advanced,Europe
982,Sheffield,826,United_Kingdom,-1.371774194,53.41209677,31,667,298587360,Europe,advanced,Europe
1009,Southampton+,826,United_Kingdom,-1.289102564,50.87884615,39,766,334406688,Europe,advanced,Europe
1410,Southend-On-Sea,826,United_Kingdom,0.700925926,51.51018519,27,360,181471488,Europe,advanced,Europe
1018,Stoke-on-Trent,826,United_Kingdom,-2.172058824,53.00441176,17,335,161210496,Europe,advanced,Europe
1411,Swansea,826,United_Kingdom,-3.975,51.64318182,11,178,82949024,Europe,advanced,Europe
1059,Teeside,826,United_Kingdom,-1.232142857,54.57261905,21,339,210828208,Europe,advanced,Europe
1147,West-Yorkshire,826,United_Kingdom,-1.6453125,53.8,32,877,281502560,Europe,advanced,Europe
21,Agartala,356,India,91.275,23.825,9,427,92956144,India,other,India
1440,Agra,356,India,78,27.18611111,18,1996,253118288,India,other,India
1432,Ahmadabad,356,India,72.6,23.025,26,6573,442897664,India,other,India
24,Ahmadnagar,356,India,74.72045455,19.10681818,11,272,106617360,India,other,India
26,Aizawl,356,India,92.71071429,23.725,7,178,61590652,India,other,India
28,Ajmer,356,India,74.62954545,26.45681818,11,426,136183632,India,other,India
1542,Akola,356,India,77.00227273,20.70681818,11,359,114654000,India,other,India
40,Aligarh,356,India,78.075,27.885,10,838,118368920,India,other,India
45,Allahabad,356,India,81.83970588,25.44558824,17,1531,207039840,India,other,India
55,Alwar,356,India,76.64583333,27.55416667,12,426,142635056,India,other,India
1433,Amravati,356,India,77.775,20.925,9,442,104271456,India,other,India
58,Amritsar,356,India,74.85833333,31.63833333,15,797,186887904,India,other,India
1541,Anand,356,India,72.9025,22.6025,20,664,227893264,India,other,India
60,Anantapur,356,India,77.58125,14.68125,8,303,88482800,India,other,India
1321,Asansol,356,India,86.90657895,23.725,19,1693,197198720,India,other,India
93,Aurangabad,356,India,75.305,19.87166667,15,1243,196911472,India,other,India
100,Baharampur,356,India,88.275,24.1,6,513,71743328,India,other,India
113,Bangalore,356,India,77.59121622,12.975,37,8631,735792576,India,other,India
1312,Barddhaman,356,India,87.875,23.225,9,149,94256784,India,other,India
122,Bareilly,356,India,79.425,28.35,12,1070,129852256,India,other,India
129,Bathinda,356,India,74.935,30.225,10,285,103204304,India,other,India
137,Begusarai,356,India,86.05625,25.409375,16,460,124823776,India,other,India
1428,Belgaum,356,India,74.5,15.85,12,346,133278016,India,other,India
142,Bellary,356,India,76.925,15.13928571,7,313,94775800,India,other,India
152,Bhagalpur,356,India,86.99166667,25.23611111,9,141,85038032,India,other,India
1498,Bhavnagar,356,India,72.13125,21.76875,8,441,118390032,India,other,India
153,Bhilwara,356,India,74.63125,25.33125,8,299,98923688,India,other,India
155,Bhopal,356,India,77.43452381,23.23690476,21,1652,265920336,India,other,India
156,Bhubaneswar,356,India,85.88863636,20.46590909,26,1563,316433216,India,other,India
1302,Bhubaneswar,356,India,85.845,20.27833333,26,887,177069440,India,other,India
1300,Bihar-Sharif,356,India,85.51875,25.18125,8,260,77259520,India,other,India
158,Bijapur,356,India,75.725,16.825,9,267,100035272,India,other,India
160,Bikaner,356,India,73.315625,28.015625,16,655,172384816,India,other,India
161,Bilaspur,356,India,82.15,22.085,10,461,94912240,India,other,India
1313,Bokaro-Steel-City,356,India,85.91447368,23.79605263,19,343,225010608,India,other,India
181,Brahmapur,356,India,84.8,19.315,10,463,78161480,India,other,India
1450,Chandigarh,356,India,76.77708333,30.71458333,24,1799,356619296,India,other,India
220,Chandrapur,356,India,79.315,19.95,10,222,105807784,India,other,India
236,Chennai,356,India,80.19642857,13.04047619,42,8539,746349888,India,other,India
240,Cherthala,356,India,76.325,9.65,10,164,65377240,India,other,India
265,Coimbatore,356,India,76.9775,11.0175,20,1402,356857600,India,other,India
293,Darbhanga,356,India,85.9,26.15,8,401,91485672,India,other,India
297,Davangere,356,India,75.925,14.475,9,329,90764264,India,other,India
1463,Dehradun,356,India,78.03166667,30.29833333,15,767,172968720,India,other,India
303,Delhi,356,India,77.25080645,28.64596774,62,17843,1176827520,India,other,India
1245,Dewas,356,India,76.04722222,22.95833333,9,213,100094280,India,other,India
1314,Dhanbad,356,India,86.43611111,23.74166667,18,963,184315760,India,other,India
1244,Dhule,356,India,74.77045455,20.90681818,11,323,107975048,India,other,India
314,Dindigul,356,India,77.975,10.375,9,203,81276392,India,other,India
1360,Durg-Bhilainagar,356,India,81.33970588,21.19558824,17,1001,216871152,India,other,India
326,Durgapur,356,India,87.31029412,23.53970588,17,325,249937072,India,other,India
336,English-Bazar,356,India,88.15,25,4,102,72582936,India,other,India
1357,Erode,356,India,77.73,11.335,10,419,117297136,India,other,India
346,Farrukhabad,356,India,79.575,27.4,6,203,45350076,India,other,India
351,Firozabad,356,India,78.39722222,27.15833333,9,498,76831760,India,other,India
373,Gaya,356,India,84.99166667,24.78611111,9,521,79860040,India,other,India
388,Gorakhpur,356,India,83.38928571,26.75,14,909,149013936,India,other,India
406,Gulbarga,356,India,76.825,17.325,9,429,122195760,India,other,India
407,Guntur,356,India,80.425,16.31071429,7,698,96781584,India,other,India
408,Guwahati,356,India,91.7375,26.1525,20,1047,251765680,India,other,India
409,Gwalior,356,India,78.18571429,26.21428571,14,936,175326416,India,other,India
411,Habra,356,India,88.63125,22.83125,8,155,81026280,India,other,India
1269,Hardwar,356,India,78.16730769,29.99615385,26,662,278713088,India,other,India
450,Hisar,356,India,75.715,29.15,10,304,99604288,India,other,India
455,Hosur,356,India,77.81875,12.73125,8,189,126725128,India,other,India
1304,Hubli+,356,India,75.07282609,15.39891304,23,509,288500128,India,other,India
470,Hyderabad_*India*,356,India,78.48695652,17.42826087,57,7494,864467392,India,other,India
1460,Ichalakaranji,356,India,74.48055556,16.70833333,9,311,101798376,India,other,India
475,Imphal,356,India,93.95576923,24.80576923,13,460,130680880,India,other,India
1466,Indore,356,India,75.86111111,22.71944444,18,2184,239747184,India,other,India
489,Jabalpur,356,India,79.95,23.18571429,14,1049,187801584,India,other,India
492,Jaipur,356,India,75.79224138,26.88534483,29,2976,443762880,India,other,India
493,Jalandhar,356,India,75.58653846,31.31346154,13,943,186629376,India,other,India
494,Jalgaon,356,India,75.575,21.01071429,7,400,98863360,India,other,India
495,Jalna,356,India,75.875,19.83928571,7,232,82078552,India,other,India
497,Jammu,356,India,74.85625,32.703125,16,728,205702768,India,other,India
1341,Jamnagar,356,India,70.07045455,22.45681818,11,404,124179720,India,other,India
498,Jamshedpur,356,India,86.18,22.795,20,1492,258288480,India,other,India
1337,Jhansi,356,India,78.57045455,25.44318182,11,467,139817376,India,other,India
515,Jodhpur,356,India,73.02777778,26.26944444,18,905,269732640,India,other,India
522,Junagadh,356,India,70.46071429,21.525,7,234,91900432,India,other,India
525,Kadapa,356,India,78.825,14.475,9,301,76497880,India,other,India
531,Kakinada+,356,India,82.03333333,16.98888889,54,1494,863578048,India,other,India
538,Kannur,356,India,75.375,11.9,10,362,90395248,India,other,India
540,Kanpur,356,India,80.33452381,26.45833333,21,2817,291650944,India,other,India
1382,Karimnagar,356,India,79.13125,18.43125,8,295,82048104,India,other,India
1478,Kochi,356,India,76.33571429,9.980357143,28,1542,417591136,India,other,India
1344,Kolhapur,356,India,74.24318182,16.67954545,11,564,132562304,India,other,India
1425,Kolkata,356,India,88.36045455,22.60863636,55,14400,993732416,India,other,India
1375,Korba,356,India,82.68552632,22.37763158,19,334,252883664,India,other,India
576,Kota,356,India,75.85166667,25.16833333,15,793,179285840,India,other,India
579,Kottayam,356,India,76.51730769,9.575,13,346,158260928,India,other,India
1479,Kozhikode,356,India,75.81785714,11.23214286,14,920,163663072,India,other,India
593,Kurnool,356,India,78.025,15.825,9,378,101285408,India,other,India
612,Latur,356,India,76.575,18.4,6,264,92433840,India,other,India
653,Lucknow,356,India,80.94537037,26.83796296,27,2906,371159360,India,other,India
654,Ludhiana,356,India,75.85595238,30.89642857,21,1455,276099776,India,other,India
669,Madurai,356,India,78.12045455,9.943181818,11,1403,176928592,India,other,India
1374,Malappuram,356,India,76.0233871,11.08467742,31,1070,546974528,India,other,India
1465,Malegaon,356,India,74.525,20.56071429,7,405,85573480,India,other,India
681,Mangalore,356,India,74.85833333,12.91388889,18,723,232308976,India,other,India
1522,Mathura,356,India,77.675,27.485,10,228,119604200,India,other,India
695,Maunath-Bhanjan,356,India,83.56666667,25.93333333,6,246,63909540,India,other,India
704,Meerut,356,India,77.69285714,28.98928571,14,1164,147312832,India,other,India
734,Moradabad,356,India,78.77045455,28.84318182,11,856,98624520,India,other,India
154,Mumbai+,356,India,72.9359375,19.14296875,64,17709,988647360,India,other,India
1406,Muzaffarnagar,356,India,77.71875,29.46875,8,484,74218936,India,other,India
742,Muzaffarpur,356,India,85.38928571,26.125,7,608,79614800,India,other,India
745,Mysore,356,India,76.63088235,12.31029412,17,937,221303760,India,other,India
747,Nagpur,356,India,79.07,21.14,20,2528,296667936,India,other,India
756,Nanded-Waghala,356,India,77.31944444,19.15833333,9,560,107942352,India,other,India
761,Nashik,356,India,73.78333333,19.99166667,18,1440,255830080,India,other,India
765,Navsari,356,India,72.925,20.95,6,172,80112560,India,other,India
772,Nellore,356,India,79.96875,14.43125,8,539,103271592,India,other,India
783,Nizamabad,356,India,78.1,18.675,6,315,69807008,India,other,India
816,Palakkad,356,India,76.665,10.775,10,213,115143152,India,other,India
1473,Panipat,356,India,76.975,29.375,9,466,118724672,India,other,India
823,Parbhani,356,India,76.76875,19.26875,8,256,77914728,India,other,India
1283,Patiala,356,India,76.39318182,30.32954545,11,497,149741024,India,other,India
1430,Patna,356,India,85.09852941,25.59852941,17,1958,200707552,India,other,India
867,Puducherry,356,India,79.8,11.93125,8,652,87270064,India,other,India
870,Pune,356,India,73.83684211,18.56315789,38,6017,705624320,India,other,India
872,Purnia,356,India,87.475,25.775,9,245,71347592,India,other,India
1467,Raipur,356,India,81.64,21.2875,20,932,246231824,India,other,India
889,Rajkot,356,India,70.79423077,22.29423077,13,1103,160420368,India,other,India
892,Rampur,356,India,79.01875,28.78125,8,406,72280288,India,other,India
1434,Ranchi,356,India,85.32045455,23.35681818,11,1106,157244672,India,other,India
1531,Ranipet,356,India,79.32045455,12.94318182,11,212,108153432,India,other,India
895,Raurkela,356,India,84.875,22.225,13,617,150184656,India,other,India
909,Rohtak,356,India,76.59166667,28.88055556,9,350,99840752,India,other,India
1464,Roorkee,356,India,77.875,29.875,9,268,76493384,India,other,India
922,Sagar,356,India,78.725,23.83928571,7,188,63745000,India,other,India
1399,Saharanpur,356,India,77.54166667,29.96944444,9,904,93459712,India,other,India
925,Salem,356,India,78.14423077,11.65576923,13,1015,143713792,India,other,India
937,Sangali,356,India,74.60277778,16.85833333,9,496,119024568,India,other,India
954,Santipur,356,India,88.425,23.25,6,97,59604284,India,other,India
967,Satna,356,India,80.84318182,24.57954545,11,360,108021096,India,other,India
977,Shahjahanpur,356,India,79.91875,27.86875,8,372,96935392,India,other,India
987,Shillong,356,India,91.875,25.575,9,334,87785200,India,other,India
989,Shimoga,356,India,75.56875,13.93125,8,269,87030224,India,other,India
999,Siliguri,356,India,88.41346154,26.70576923,13,340,143561440,India,other,India
1007,Solapur,356,India,75.92045455,17.65681818,11,806,136073472,India,other,India
1013,Srinagar,356,India,74.80441176,34.08088235,17,533,170045152,India,other,India
1031,Surat,356,India,72.77941176,21.16911765,34,5361,469418560,India,other,India
1385,Thanjavur,356,India,79.14423077,10.78653846,13,214,123080480,India,other,India
550,Thiruvananthapuram+,356,India,76.76342105,8.818157895,95,4190,1778704000,India,other,India
1069,Thoothukkudi,356,India,78.13125,8.81875,8,220,80088536,India,other,India
1376,Thrissur,356,India,76.22954545,10.50681818,11,351,140471200,India,other,India
1486,Tiruchirappalli,356,India,78.7,10.8,12,979,149247552,India,other,India
1076,Tirunelveli,356,India,77.72833333,8.721666667,15,290,195327920,India,other,India
1386,Tirupati,356,India,79.425,13.625,9,358,83784328,India,other,India
1468,Tiruppur,356,India,77.35,11.1,14,765,183824912,India,other,India
1095,Tumkur,356,India,77.125,13.335,10,211,90778944,India,other,India
1102,Udaipur,356,India,73.7,24.58928571,14,513,168949120,India,other,India
1246,Ujjain,356,India,75.775,23.175,9,346,85033200,India,other,India
1533,Vadodara,356,India,73.195,22.305,15,1657,240774224,India,other,India
1119,Varanasi,356,India,83,25.3,16,1995,207841952,India,other,India
1471,Vellore,356,India,79.14423077,12.94423077,13,504,151953040,India,other,India
1126,Vijayawada,356,India,80.64583333,16.5125,12,1198,121181496,India,other,India
1132,Visakhapatnam,356,India,83.23214286,17.68690476,21,1424,248006000,India,other,India
1489,Warangal,356,India,79.57857143,17.99285714,14,679,158650592,India,other,India
1400,Yamunanagar,356,India,77.27166667,30.13166667,15,469,143669504,India,other,India
1317,Bahia-Blanca,32,Argentina,-62.26346154,-38.74423077,13,234,121991496,LatAmerCarib,other,LatAmerCarib
1497,Buenos-Aires,32,Argentina,-58.52735849,-34.65566038,106,12753,2029873152,LatAmerCarib,other,LatAmerCarib
274,Cordoba_*Argentina*,32,Argentina,-64.19423077,-31.40961538,36,1241,384549312,LatAmerCarib,other,LatAmerCarib
606,La-Plata,32,Argentina,-57.935,-34.90833333,15,526,207593440,LatAmerCarib,other,LatAmerCarib
685,Mar-Del-Plata,32,Argentina,-57.58928571,-38,14,498,149457024,LatAmerCarib,other,LatAmerCarib
711,Mendoza,32,Argentina,-68.81666667,-32.91458333,24,789,323860256,LatAmerCarib,other,LatAmerCarib
773,Neuquen+,32,Argentina,-68.05,-38.93125,16,242,160772240,LatAmerCarib,other,LatAmerCarib
858,Posadas,32,Argentina,-55.9,-27.375,16,380,172593328,LatAmerCarib,other,LatAmerCarib
276,Resistencia+,32,Argentina,-58.90921053,-27.47236842,19,625,227566816,LatAmerCarib,other,LatAmerCarib
912,Rosario,32,Argentina,-60.68690476,-32.94880952,21,792,248918080,LatAmerCarib,other,LatAmerCarib
927,Salta,32,Argentina,-65.405,-24.78833333,15,466,188572160,LatAmerCarib,other,LatAmerCarib
939,San-Juan_*Argentina*,32,Argentina,-68.553125,-31.54375,47,423,209108544,LatAmerCarib,other,LatAmerCarib
942,San-Miguel-de-Tucuman,32,Argentina,-65.225,-26.825,19,808,260154944,LatAmerCarib,other,LatAmerCarib
945,San-Salvador-de-Jujuy,32,Argentina,-65.26730769,-24.20576923,13,271,135882688,LatAmerCarib,other,LatAmerCarib
948,Santa-Fe,32,Argentina,-60.721875,-31.6125,16,292,135058336,LatAmerCarib,other,LatAmerCarib
953,Santiago-Del-Estero,32,Argentina,-64.255,-27.775,15,324,172231824,LatAmerCarib,other,LatAmerCarib
264,Cochabamba,68,Bolivia,-66.175,-17.40384615,26,903,389731680,LatAmerCarib,other,LatAmerCarib
605,La-Paz,68,Bolivia,-68.16195652,-16.52717391,23,1288,349668608,LatAmerCarib,other,LatAmerCarib
947,Santa-Cruz,68,Bolivia,-63.16875,-17.79791667,24,1207,378147040,LatAmerCarib,other,LatAmerCarib
1021,Sucre,68,Bolivia,-65.275,-19.025,9,129,90372968,LatAmerCarib,other,LatAmerCarib
61,Anapolis,76,Brazil,-48.95625,-16.325,16,349,185951312,LatAmerCarib,other,LatAmerCarib
74,Aracaju,76,Brazil,-37.07857143,-10.91785714,14,810,202306064,LatAmerCarib,other,LatAmerCarib
134,Bauru,76,Brazil,-49.05961538,-22.325,13,357,177563168,LatAmerCarib,other,LatAmerCarib
139,Belem,76,Brazil,-48.42708333,-1.395833333,24,2014,382822272,LatAmerCarib,other,LatAmerCarib
1551,Belo-Horizonte+,76,Brazil,-43.975,-19.88947368,38,3731,716890944,LatAmerCarib,other,LatAmerCarib
1297,Blumenau,76,Brazil,-49.09833333,-26.895,15,292,203295920,LatAmerCarib,other,LatAmerCarib
169,Boa-Vista,76,Brazil,-60.70714286,2.810714286,14,334,170594208,LatAmerCarib,other,LatAmerCarib
182,Brasilia,76,Brazil,-47.97743902,-15.8347561,41,1943,722564992,LatAmerCarib,other,LatAmerCarib
207,Campina-Grande,76,Brazil,-35.89583333,-7.2375,12,380,141707056,LatAmerCarib,other,LatAmerCarib
208,Campinas,76,Brazil,-47.08706897,-22.91810345,29,1173,391958048,LatAmerCarib,other,LatAmerCarib
209,Campo-Grande,76,Brazil,-54.62291667,-20.46875,24,843,401704096,LatAmerCarib,other,LatAmerCarib
210,Campos-dos-Goytacazes,76,Brazil,-41.31730769,-21.75192308,13,330,135446944,LatAmerCarib,other,LatAmerCarib
215,Caruaru,76,Brazil,-35.975,-8.275,9,316,120374576,LatAmerCarib,other,LatAmerCarib
218,Caxias-Do-Sul,76,Brazil,-51.19807692,-29.16730769,13,416,149369824,LatAmerCarib,other,LatAmerCarib
