mua_objectid,mua_aggname,mua_cellcount,mua_country_code,mua_country,mua_cell_count_orig,mua_worldpop_thousands,mua_area_m2,mua_pop_per_km2,region_1,economy,sub_regions,lowBA_lowPR_93_99,highBA_lowPR_93_99,lowBA_highPR_93_99,highBA_highPR_93_99,lowBA_lowPR_99_09,highBA_lowPR_99_09,lowBA_highPR_99_09,highBA_highPR_99_09,lowBA_lowPR_10_20,highBA_lowPR_10_20,lowBA_highPR_10_20,highBA_highPR_10_20,GDP_1990_Bdol_US2011,GDP_1991_Bdol_US2011,GDP_1992_Bdol_US2011,GDP_1993_Bdol_US2011,GDP_1994_Bdol_US2011,GDP_1995_Bdol_US2011,GDP_1996_Bdol_US2011,GDP_1997_Bdol_US2011,GDP_1998_Bdol_US2011,GDP_1999_Bdol_US2011,GDP_2000_Bdol_US2011,GDP_2001_Bdol_US2011,GDP_2002_Bdol_US2011,GDP_2003_Bdol_US2011,GDP_2004_Bdol_US2011,GDP_2005_Bdol_US2011,GDP_2006_Bdol_US2011,GDP_2007_Bdol_US2011,GDP_2008_Bdol_US2011,GDP_2009_Bdol_US2011,GDP_2010_Bdol_US2011,GDP_2011_Bdol_US2011,GDP_2012_Bdol_US2011,GDP_2013_Bdol_US2011,GDP_2014_Bdol_US2011,GDP_2015_Bdol_US2011
144,Bengkulu,7,360,Indonesia,11,261,92864840,281,SEAsia,other,SEAsia,7,0,0,0,7,0,0,0,7,0,0,0,0.630652411,0.691904136,0.746131261,0.803475009,0.865747146,0.937901023,1.005809167,1.044845613,0.898501696,0.896335841,0.933359778,0.960256979,1.006549003,1.072386496,1.16265228,1.286536245,1.325624881,1.423636254,1.469271744,1.519856776,1.62875683,1.734652919,1.844865645,1.948424467,2.038581647,2.129050358
145,BeninCity,26,566,Nigeria,26,1142,420676320,271,Africa,other,WestAfrica,24,2,0,0,15,11,0,0,6,3,7,10,2.104622883,2.088139296,2.093064405,2.227244077,2.328679676,2.393365855,2.579716075,2.712725093,2.841263137,2.90294666,3.101365199,3.323960683,3.532839425,3.983783044,5.432837982,5.719709234,6.287952084,6.813286877,7.333054806,7.852251187,8.474204284,8.914451539,9.317345042,9.837869987,10.41865559,10.65222401
146,Benxi,11,156,China,11,687,115453840,595,China,other,China,11,0,0,0,10,1,0,0,10,1,0,0,1.553476882,1.669810699,1.919350382,2.27663062,2.385700531,2.376295758,2.51624078,2.779952482,3.019141378,3.287973809,3.597798633,3.830026269,4.100722865,4.319574251,4.413120323,5.009010138,5.621049465,6.445732491,7.29528115,8.168467494,9.249237302,10.13393902,10.9261655,11.72814311,12.55213412,13.38751585
147,Belgrade,19,688,Serbia,19,881,209075392,421,Europe,other,Europe,15,4,0,0,16,3,0,0,19,0,0,0,15.83998606,13.80724554,11.38433528,9.682344276,10.17220863,10.89093618,11.23154815,12.14203892,12.55572906,11.13315401,12.10258055,12.71967778,13.6276451,14.2979232,15.66935764,16.63096212,17.56105206,18.71900525,19.85846575,19.36598579,19.60676831,20.1190857,20.09118281,20.79025312,20.47842444,20.69359532
148,Berbera,2,706,Somalia,6,4,37995388,11,Africa,other,EastAfrica,2,0,0,0,2,0,0,0,2,0,0,0,0.045139517,0.044240967,0.042738354,0.042055783,0.042042437,0.042592008,0.044104105,0.044811521,0.045169871,0.04539522,0.045888393,0.04338926,0.040658912,0.041882642,0.051739061,0.053230278,0.054732706,0.056246243,0.057770778,0.059306207,0.060852416,0.059261972,0.055467757,0.04998445,0.04343166,0.044217821
149,Milan+,131,380,Italy,131,4554,1920219264,237,Europe,advanced,Europe,131,0,0,0,123,0,8,0,131,0,0,0,192.1338287,192.5031466,191.6744845,189.5212919,194.6475897,201.6880384,203.8486355,216.1464595,219.8930142,220.96843,228.2491391,229.6266553,228.0567939,224.6568742,222.3507364,220.4723709,220.0866744,219.5150826,211.9270284,194.5274317,194.8508596,200.5462013,199.1473877,198.0629511,200.0505091,206.0214415
150,Berlin,52,276,Germany,52,2604,620088384,420,Europe,advanced,Europe,8,0,41,3,51,1,0,0,52,0,0,0,92.90249586,99.0522392,103.7977264,107.9414553,110.0060881,111.971185,110.4010074,109.5038336,109.3511915,110.273467,111.9913253,111.6636993,110.1925477,107.7772407,106.5049118,108.1532393,112.0807331,115.2646337,119.0582022,118.2805629,121.4474652,126.0842689,128.9831229,126.9036796,130.9242468,132.5905368
151,Bern,11,756,Switzerland,11,219,106844784,205,Europe,advanced,Europe,11,0,0,0,11,0,0,0,11,0,0,0,8.66386573,8.5741536,8.4956723,8.459846,8.55608553,8.67453325,8.64754818,8.70972359,8.84777259,8.98568563,9.34831897,9.87679573,10.02433266,9.90178156,10.33765773,10.60332599,11.28468288,12.10316373,12.63852143,12.43064453,12.88838198,13.12612804,13.28472516,13.51807606,13.71036775,13.77452722
152,Bhagalpur,9,356,India,9,141,85038032,166,India,other,India,8,1,0,0,9,0,0,0,9,0,0,0,0.408696076,0.388727721,0.380153613,0.385974385,0.39610597,0.408989824,0.422839614,0.424739744,0.437946862,0.466146956,0.477302162,0.481208748,0.510289254,0.512371846,0.588749194,0.579881502,0.633950128,0.700228286,0.743319054,0.78681216,0.875365962,0.934635226,0.988622142,1.055935034,1.132973954,1.219352974
153,Bhilwara,8,356,India,8,299,98923688,302,India,other,India,7,1,0,0,7,1,0,0,7,1,0,0,0.337555865,0.328893315,0.36034382,0.343435475,0.361613946,0.406306792,0.46583485,0.513413572,0.564421458,0.614086112,0.605091422,0.65391308,0.60353552,0.723467134,0.721866036,0.795525956,0.8898393,0.943549068,0.989386364,1.067604374,1.235950266,1.32061181,1.39791098,1.494159906,1.603170614,1.725397714
154,Mumbai+,47,356,India,64,17709,988647360,1791,India,other,India,34,13,0,0,33,4,9,1,31,0,15,1,28.49815486,28.58284098,33.25490724,36.54703461,40.00533649,43.39032886,46.44958907,47.68339539,49.63553153,52.67994729,53.02821789,56.26240757,60.04772596,65.126453,71.39291506,82.22597398,93.05838844,102.1814995,104.2926567,115.922325,125.9387805,135.3672016,144.1428799,154.9344201,166.2381118,178.91226
155,Bhopal,21,356,India,21,1652,265920336,621,India,other,India,14,7,0,0,16,5,0,0,19,2,0,0,2.434511369,2.216613389,2.262390897,2.436171412,2.645450168,2.857449216,3.039495748,3.080553009,3.134691618,3.206681413,3.045515435,3.302218156,3.251453883,3.705758307,3.868906973,4.028700289,4.48589072,4.801435987,5.135997982,5.486827357,6.011893598,6.453519888,6.862997384,7.369630362,7.907303875,8.510163231
156,Bhubaneswar,11,356,India,26,1563,316433216,494,India,other,India,9,2,0,0,11,0,0,0,11,0,0,0,0.799777838,0.89880419,0.908976926,0.94915325,1.024317256,1.122179722,1.227920292,1.29190918,1.373266456,1.475957638,1.484627558,1.57409846,1.628370646,1.914272884,2.172712356,2.335787396,2.626202014,3.133925604,3.16822483,3.38725603,3.834341674,4.11177511,4.3681936,4.68331337,5.02499828,5.40810831
157,Bielefeld,11,276,Germany,11,169,84080360,201,Europe,advanced,Europe,11,0,0,0,11,0,0,0,11,0,0,0,7.8687552,8.18509229,8.29992679,8.20678916,8.42610251,8.67336859,8.73661293,9.00009425,9.25856152,9.41943949,9.70372889,9.82966531,9.88670395,9.83231877,10.04206082,10.13211445,10.5093756,11.05532814,11.36193676,10.72298672,11.18324057,11.65559861,11.97023736,11.82338806,12.19797641,12.35322224
158,Bijapur,9,356,India,9,267,100035272,267,India,other,India,8,1,0,0,9,0,0,0,9,0,0,0,0.387778377,0.436828676,0.447553237,0.468571475,0.500799587,0.541348578,0.586617212,0.616607238,0.663174681,0.733420428,0.777020424,0.797231674,0.835504589,0.874923385,0.982425681,1.164185039,1.263266326,1.408355831,1.459545325,1.520384616,1.688415576,1.805431822,1.912540179,2.045184233,2.194396516,2.361699236
159,Bijie,6,156,China,6,274,72669944,377,China,other,China,4,2,0,0,6,0,0,0,3,3,0,0,0.086494546,0.093589598,0.100627462,0.107369764,0.115320604,0.122721718,0.1305867,0.141598259,0.151091862,0.16710461,0.179354762,0.194307947,0.209860991,0.229916196,0.24787709,0.278041366,0.308004042,0.355196036,0.419553802,0.463758416,0.563240468,0.617433546,0.666049664,0.717973936,0.76841709,0.81955761
160,Bikaner,16,356,India,16,655,172384816,380,India,other,India,13,3,0,0,14,2,0,0,13,3,0,0,0.513946049,0.504486295,0.556533418,0.533805438,0.565396707,0.638790924,0.736167171,0.815285893,0.900358468,0.983769657,0.9732632,1.057626945,0.981571583,1.183172368,1.187133034,1.3155705,1.479761585,1.577859871,1.66378438,1.805394093,2.101825275,2.258437259,2.404102659,2.584130558,2.772663471,2.984053752
161,Bilaspur,10,356,India,10,461,94912240,486,India,other,India,8,2,0,0,7,3,0,0,9,1,0,0,0.392551854,0.36579847,0.38182188,0.420179258,0.465981668,0.513705606,0.557367944,0.575870732,0.59704946,0.621963752,0.601241434,0.650326812,0.638765116,0.726236884,0.75635728,0.785671728,0.8726946,0.931798912,0.99429073,1.059613288,1.158177258,1.24021843,1.315689082,1.409364284,1.512188636,1.62747924
162,Bilbao,18,724,Spain,21,808,182163040,444,Europe,advanced,Europe,18,0,0,0,18,0,0,0,18,0,0,0,23.28715091,23.99150871,23.81709497,23.42968629,23.62490528,24.53897832,24.39549923,25.29730583,26.51591517,28.16480303,29.7488231,30.71663004,32.01340198,33.86302901,35.19502711,37.45078061,38.76835518,40.33369375,42.4039432,41.23080257,40.9382992,40.77995348,40.07056276,39.44153532,40.41855628,42.10540647
163,Liverpool+,41,826,United_Kingdom,50,1207,480893376,251,Europe,advanced,Europe,41,0,0,0,41,0,0,0,41,0,0,0,30.77300457,30.32505317,30.39281004,31.11508279,32.26099292,32.94236515,33.66845105,34.74031555,35.99698537,37.12955216,38.61788471,39.62920958,40.77049094,42.07898291,42.87632871,43.95729932,44.85957022,45.90226702,45.57696651,43.48483745,44.4165627,45.46493066,46.21171095,46.92540832,48.31316073,49.45740887
164,Birmingham_*UK*,56,826,United_Kingdom,56,2058,664109184,310,Europe,advanced,Europe,56,0,0,0,56,0,0,0,56,0,0,0,47.02500518,46.59467619,46.99410201,48.45579278,50.64307103,52.17102256,53.8384518,55.70802028,57.55010553,58.93919128,61.21358271,63.03257914,64.75512178,66.99628466,68.28825375,69.84887622,71.49667864,73.12034044,72.18994159,68.79316997,70.08835156,71.88955663,73.22023943,74.5002421,76.703484,78.52012558
165,Bishkek,26,417,Kyrgyzstan,26,985,315828192,312,OtherAsia,other,CentralAsia,17,9,0,0,18,8,0,0,25,1,0,0,4.682150191,4.311074543,3.726367616,3.1972717,2.594291997,2.465077633,2.638790842,2.803007093,2.998947675,3.096627986,2.998278125,3.271773177,3.505929124,3.826187978,4.424114846,4.52784728,4.522745868,5.082934158,5.510056404,5.654254542,5.613315575,5.924651542,5.86987054,6.435151142,6.600430326,6.729936361
166,Bissau,7,624,Guinea_Bissau,8,424,92676912,458,Africa,other,WestAfrica,6,1,0,0,6,1,0,0,6,1,0,0,0.301400734,0.320920891,0.32830441,0.338817942,0.353108882,0.371977464,0.418560438,0.44912842,0.325138051,0.330513852,0.350400327,0.358407219,0.355063442,0.357106783,0.366804187,0.38206394,0.390292398,0.401972552,0.413720622,0.425891392,0.44273714,0.480396566,0.4678377,0.467534602,0.475020182,0.493300018
167,Blantyre,20,454,Malawi,20,816,298851264,273,Africa,other,EastAfrica,0,0,20,0,20,0,0,0,19,1,0,0,0.387522139,0.426929519,0.405402801,0.458253087,0.422883732,0.503466466,0.545881793,0.568277996,0.58931569,0.6052927,0.613417743,0.587332519,0.601742471,0.64032888,0.678523152,0.702909798,0.736832884,0.807269916,0.867441237,0.937036723,0.997751674,1.047312206,1.067108031,1.121623627,1.181681945,1.21174122
168,Bloemfontein,21,710,South_Africa,21,493,321290208,153,Africa,other,SouthAfrica,19,2,0,0,20,1,0,0,19,2,0,0,2.005823799,2.107275488,2.231007003,2.472499553,2.804246073,3.163411025,3.564509877,3.690267047,3.613100103,3.817085939,3.954724909,3.99603256,4.266130657,4.466367793,4.751767714,5.061357793,5.402856229,5.756086048,6.028935629,6.018451576,6.28125665,6.48195397,6.622251504,6.76253887,6.786048234,6.789528264
169,Boa-Vista,14,76,Brazil,14,334,170594208,196,LatAmerCarib,other,LatAmerCarib,13,1,0,0,14,0,0,0,14,0,0,0,0.767716059,0.793095165,0.75088532,0.881779706,1.04793718,1.15798831,1.261237217,1.30867972,1.419645805,1.351411038,1.516236211,1.552625666,1.715692293,1.885227792,2.121192626,2.105564076,2.12094475,2.300417744,2.518335141,2.589687782,2.107937432,2.196278654,2.244592142,2.31897832,2.315984176,2.222309331
170,Bobo-Dioulasso,12,854,Burkina_Faso,12,330,199219904,166,Africa,other,WestAfrica,11,1,0,0,12,0,0,0,11,1,0,0,0.195537328,0.215499269,0.217930862,0.227169508,0.231578148,0.246015932,0.274120684,0.292174659,0.31397954,0.337370496,0.343323744,0.370405238,0.390663444,0.425098416,0.447688245,0.489678106,0.523034249,0.55487146,0.597240421,0.616514339,0.670044801,0.715588254,0.763459329,0.792795291,0.820601051,0.848500171
171,Jakarta+,123,360,Indonesia,132,26451,2894050048,914,SEAsia,other,SEAsia,84,34,5,0,77,25,20,1,58,6,48,11,119.8776832,132.658109,145.2552541,159.9815438,177.7216425,200.2791626,225.704145,249.3262642,229.3625441,244.724958,270.6502823,292.1177735,314.0754448,333.2752085,347.816843,357.5799245,378.1116543,399.5757809,422.65635,450.4712849,477.6833099,505.9326375,535.121033,562.4958542,588.5235894,614.6412474
172,Bogra,8,50,Bangladesh,8,460,78983384,582,OtherAsia,other,SouthAsia,5,3,0,0,7,1,0,0,8,0,0,0,0.578565,0.584963172,0.593605792,0.587145804,0.562554682,0.550167482,0.562515024,0.595861132,0.64643848,0.697964576,0.747256028,0.786702302,0.812192826,0.841788862,0.87470857,0.920130334,0.984396946,1.058083136,1.12685593,1.1891254,1.26058703,1.345505166,1.43632968,1.525518136,1.616661824,1.72124476
173,Boise,35,840,USA,35,395,442010336,89,NorAmer,advanced,NorAmer,26,9,0,0,27,8,0,0,35,0,0,0,6.670827586,6.812959624,7.290616935,7.869003275,8.323568983,8.688371494,9.107555599,9.402715429,9.953373338,10.64678132,11.14452958,11.44389659,11.76141671,12.0454282,12.85767641,13.28763174,13.72528455,13.87055762,13.60931475,13.11928902,13.53847343,13.8627279,14.28012705,14.60610039,14.99533295,15.3925298
174,Cape-Coral+,98,840,USA,130,879,1827166464,48,NorAmer,advanced,NorAmer,78,20,0,0,79,19,0,0,96,2,0,0,24.27800179,24.28285485,24.96174423,25.99559882,27.01407151,28.12288732,29.23907058,30.35245017,31.87974426,33.38709565,34.77769897,35.00644412,36.03611331,37.0545736,39.2232032,41.1111017,42.41379746,42.533502,41.62224298,39.85390396,40.62656529,41.37039248,42.38171721,42.35105572,43.47965419,44.63134119
175,Bonn,12,276,Germany,12,199,82719720,241,Europe,advanced,Europe,12,0,0,0,12,0,0,0,12,0,0,0,12.36096753,12.809769,12.94160737,12.74992963,13.0438443,13.37932729,13.43011985,13.78784485,14.13601752,14.33389089,14.71817345,14.8560348,14.88879702,14.75376534,15.01424944,15.09418517,15.59948697,16.3502309,16.74243006,15.74311937,16.35861723,16.98683701,17.38100017,17.10421239,17.64610798,17.87069313
176,Bordeaux,25,250,France,25,669,301248192,222,Europe,advanced,Europe,25,0,0,0,25,0,0,0,24,1,0,0,13.52006241,13.54836894,13.87119741,13.65016095,14.00467795,14.70007609,15.02320365,15.90459313,16.79635061,16.86554015,17.82190894,18.667106,19.04906473,18.93216632,19.44034895,19.84736808,20.58205845,20.27211502,20.3786086,20.22789265,20.62981163,21.19726917,21.37389561,21.63648453,21.69006246,22.00765448
177,Boston,37,840,USA,45,1605,506766432,317,NorAmer,advanced,NorAmer,37,0,0,0,37,0,0,0,37,0,0,0,72.33198843,71.870205,73.90505199,75.81019775,78.99439444,81.23537968,84.67940565,88.68435418,92.79295435,97.88672981,104.6796361,106.8819539,108.3055879,110.9522758,115.6829716,119.8307712,125.1394438,128.7028282,128.6121718,126.9490848,131.0948061,134.1439731,138.0917583,140.2483035,143.9857341,147.7996315
178,Botou,9,156,China,9,187,81332632,230,China,other,China,9,0,0,0,9,0,0,0,6,3,0,0,0.272445672,0.309582812,0.345129242,0.395851578,0.437553726,0.499444232,0.565922966,0.62992923,0.67849468,0.728016054,0.793950964,0.853880104,0.915756676,1.00454933,1.126283628,1.24665182,1.411589308,1.590845546,1.689340704,1.81715839,1.98503783,2.17226964,2.33927862,2.51657853,2.69338709,2.87264021
179,Bouake,12,384,Ivory_Coast,12,492,153228720,321,Africa,other,WestAfrica,12,0,0,0,12,0,0,0,12,0,0,0,1.129942466,1.138491925,1.142282756,1.145631151,1.160046375,1.248154124,1.350385297,1.406896765,1.483307212,1.516206625,1.495777303,1.50603825,1.491702051,1.483270004,1.513131658,1.54934212,1.581187407,1.615810062,1.661889611,1.719217503,1.755494183,1.673093972,1.844607584,2.005108431,2.150294467,2.303765487
180,Bozhou,11,156,China,11,319,120201928,265,China,other,China,5,6,0,0,6,5,0,0,2,4,1,4,0.367375459,0.353123952,0.399812367,0.450237553,0.491235036,0.592010768,0.641856256,0.70167126,0.762750824,0.825276232,0.864171228,0.954009478,1.020290378,1.088468072,1.21282231,1.282112782,1.437347696,1.655543484,1.818549076,2.083247326,2.4896051,2.72787582,2.94130349,3.1691434,3.39179979,3.61753423
181,Brahmapur,10,356,India,10,463,78161480,592,India,other,India,10,0,0,0,10,0,0,0,10,0,0,0,0.517934727,0.582192936,0.58890565,0.615057046,0.663888879,0.727446429,0.796127686,0.837750999,0.890645652,0.957388314,0.96314792,1.021369092,1.05676668,1.242523064,1.410513552,1.516639876,1.705497706,2.035566274,2.058191602,2.200851836,2.491760074,2.672496448,2.839629936,3.04498301,3.267138618,3.516228006
182,Brasilia,41,76,Brazil,41,1943,722564992,269,LatAmerCarib,other,LatAmerCarib,0,0,34,7,37,4,0,0,39,2,0,0,19.96807392,17.5168395,17.42290898,18.36082879,16.16197456,15.23271606,15.87704091,16.87708263,17.68127633,24.14996357,23.45216877,24.2264178,25.11508493,25.03641653,25.84696363,26.44919319,27.64520102,29.30936938,31.47353072,33.91593612,36.62423475,37.98528156,38.64585631,39.74844997,39.69713166,38.09149933
183,Bratislava,17,703,Slovakia,17,310,145590176,213,Europe,advanced,Europe,17,0,0,0,17,0,0,0,17,0,0,0,10.23500801,9.66879326,8.66585047,8.80370503,9.30057282,9.81265986,10.23059163,11.14257998,11.62515226,11.54784858,11.97281093,12.50922683,13.37144994,14.03622266,14.91226179,17.00302099,17.70828425,19.89873441,20.55439879,20.6987895,21.41547941,22.12816446,22.55289001,22.97249714,23.59604,24.48328867
184,Kinshasa+,41,180,Congo_DRC,42,7386,755530816,978,Africa,other,CentralAfrica,41,0,0,0,41,0,0,0,40,1,0,0,8.005505367,7.900436427,7.704715736,7.263030521,6.995108287,7.249053002,7.465802082,7.327762354,7.499450128,7.31212713,7.45582092,7.604350976,7.941749681,8.178305479,8.579783686,9.184321824,9.696862936,9.795416166,10.30854036,10.81926841,11.63006376,12.14743111,12.73549925,13.39675806,14.36276213,14.92376566
185,Bremen,29,276,Germany,29,438,233609584,187,Europe,advanced,Europe,29,0,0,0,29,0,0,0,29,0,0,0,27.25314342,28.53684816,28.58773715,28.22784667,29.13101259,29.44818336,29.67028468,30.75392123,31.29069786,31.65787654,33.11272057,34.18716453,34.97061742,35.63026912,36.58191982,37.78229373,39.95311286,41.54164413,42.73851731,41.58113492,43.70199005,45.35730175,46.38657084,45.62346032,47.06890392,47.66795876
186,Brescia,27,380,Italy,27,331,250989344,132,Europe,advanced,Europe,27,0,0,0,27,0,0,0,27,0,0,0,15.71725364,15.85570955,15.89449656,15.82191132,16.35809452,17.06311227,17.36001868,18.53045419,18.97422363,19.18949325,19.94948737,20.57633534,20.94917835,21.1528201,21.45817413,21.80710211,22.30822816,22.80010294,22.55503075,21.21489081,21.77725,21.88013138,21.21996377,20.6215788,20.33644341,20.45929184
187,Brest,17,112,Belarus,17,332,143751136,231,Europe,other,Europe,14,3,0,0,15,2,0,0,15,2,0,0,2.286921696,2.271700648,2.065381228,1.918910116,1.710789674,1.55080037,1.608662521,1.808989367,1.981493984,2.068409182,2.208087242,2.329920456,2.463271,2.654920962,2.97960088,3.282010532,3.631901638,3.96306541,4.379740366,4.40034127,4.748659812,5.026341746,5.123776406,5.183327316,5.243547156,5.007937716
188,Brighton+,8,826,United_Kingdom,10,297,77221952,385,Europe,advanced,Europe,8,0,0,0,8,0,0,0,8,0,0,0,4.91569936,4.88669566,4.945893,5.11878295,5.370990696,5.55604875,5.75857658,6.03835015,6.36934314,6.66724379,6.87977084,7.09952126,7.29366068,7.60401821,7.8163015,8.14088269,8.32797072,8.64231838,8.7008227,8.39475929,8.45752507,8.64428805,8.77321098,10.23700595,10.5397511,10.78937484
189,Brisbane,60,36,Australia,67,1310,1127220352,116,AustraliaNZ,advanced,AustraliaNZ,40,20,0,0,53,7,0,0,58,2,0,0,24.55512885,25.2243315,25.93452642,27.14244774,28.65888233,29.96048326,31.73050455,33.13272012,35.20911838,37.41163164,39.43391939,41.27313997,42.88540976,45.0074257,48.00799348,50.58486377,52.904508,55.76735583,56.95239643,57.30297054,57.40379451,59.16824249,61.50911209,62.81157302,64.43916185,66.03328934
190,Bristol,24,826,United_Kingdom,26,645,262859456,245,Europe,advanced,Europe,24,0,0,0,24,0,0,0,24,0,0,0,14.00387192,13.8653831,13.97676216,14.40685073,15.05553267,15.51136399,16.01208527,16.55978361,17.16284188,17.70584579,18.37291074,18.95949901,19.59127427,20.23297359,20.81967323,21.27299634,21.68682497,22.16390717,21.94492551,21.02128918,21.40796161,21.87796677,22.20159998,22.50662561,23.17222942,23.72103978
191,Brno,16,203,Czech_Republic,16,315,155397664,203,Europe,advanced,Europe,16,0,0,0,16,0,0,0,16,0,0,0,5.592439156,4.990038094,4.99474802,5.027689266,5.053185364,5.306080486,5.57778686,5.529405876,5.52196906,5.522440724,5.770692794,6.06843088,6.171262836,6.499974214,6.76009109,7.209404734,7.74510324,8.28565341,8.738740294,8.41900814,8.571774188,8.779096126,8.744316438,8.751564854,8.92128599,9.279240758
192,Bryansk,27,643,Russia,28,391,237487952,165,Russia,other,Russia,27,0,0,0,27,0,0,0,17,10,0,0,5.18729191,4.948490132,4.256643094,3.91867974,3.453666824,3.332028831,3.395168532,2.998671721,2.866060767,2.78171119,3.046086151,3.186837168,3.461308837,3.592265349,3.509643366,3.861802384,4.189282464,4.743366105,4.990763481,4.909843066,4.254714664,4.456717955,4.630573767,4.704959,4.651277916,4.465301047
193,Bucaramanga,11,170,Colombia,11,821,115421768,711,LatAmerCarib,advanced,LatAmerCarib,11,0,0,0,11,0,0,0,11,0,0,0,4.91137247,4.96296479,5.18136486,4.98428072,5.28936398,5.11372337,6.55387165,6.73512862,6.77380385,6.96421121,7.36786592,7.76955574,7.81488104,8.54256803,9.14942819,10.77850589,12.01972615,13.35473728,14.43370617,14.89438402,15.00575826,16.0837004,16.83171976,17.7593882,18.56052336,19.1597173
194,Bucharest,32,642,Romania,32,2002,410578496,488,Europe,advanced,Europe,30,2,0,0,17,15,0,0,19,3,7,3,33.19577336,28.78169764,26.14849371,26.23027737,26.93250415,28.51731039,29.28049729,27.60612858,30.83707018,32.07105589,38.50321703,38.77737328,41.19401188,43.33193135,47.19324074,54.59016927,59.13836033,65.06647561,78.8866341,73.77475636,73.47041478,74.41605309,75.0272244,77.75676846,80.04484904,83.03036345
195,Budapest,40,348,Hungary,40,1681,514162944,327,Europe,advanced,Europe,40,0,0,0,40,0,0,0,40,0,0,0,51.13840761,48.42043961,47.60342846,48.07600419,50.31719597,51.94199118,52.88663689,55.6901413,59.10056286,62.15450277,65.94692193,69.9627533,76.0090468,77.74157642,82.31731428,87.70708851,93.49332411,93.52458312,95.51703949,91.8984035,90.51531276,92.3084068,91.16080324,93.07978866,96.66866233,99.63749548
196,Buffalo,42,840,USA,44,715,642130816,111,NorAmer,advanced,NorAmer,26,1,15,0,42,0,0,0,42,0,0,0,36.201403,34.98235316,35.64825721,35.87939844,36.53818011,37.49992775,38.66776302,40.2351196,41.10739369,42.70194999,43.78926469,44.09136022,44.39889552,45.56596782,48.03157817,50.50206632,52.78646056,55.04012699,54.63389098,53.04391093,54.92658356,55.95690112,57.34907502,58.22904869,59.78236683,61.36749074
197,Bujumbura+,20,108,Burundi,28,910,288351872,316,Africa,other,EastAfrica,18,2,0,0,19,1,0,0,19,1,0,0,0.616453116,0.621641078,0.607861215,0.558981264,0.538067606,0.507310975,0.477471306,0.467757999,0.48525422,0.477878444,0.466337559,0.474853911,0.495563168,0.496046293,0.520467371,0.529102649,0.554636037,0.57956828,0.606337933,0.621915642,0.645656424,0.675366248,0.705968447,0.743097666,0.781717566,0.777408148
198,Bukavu,8,180,Congo_DRC,9,667,72357232,922,Africa,other,CentralAfrica,7,1,0,0,8,0,0,0,8,0,0,0,0.167381072,0.162459745,0.166131789,0.15654584,0.109050562,0.130020494,0.137862569,0.141871069,0.143355712,0.14281227,0.143030618,0.149882931,0.16580913,0.171974147,0.185466993,0.198912388,0.215128741,0.230402424,0.251880846,0.264175875,0.282488802,0.303651672,0.328588515,0.347561962,0.373244694,0.39795638
199,Bulawayo,20,716,Zimbabwe,20,518,286890752,181,Africa,other,EastAfrica,18,2,0,0,20,0,0,0,19,1,0,0,1.65183508,1.737221958,1.578513073,1.595910344,1.746641185,1.754720908,1.944118721,2.005830786,2.075880679,2.073937008,2.028174484,2.04147048,1.848059956,1.524848599,1.42658811,1.333737849,1.27416372,1.212570988,0.984217357,1.026509859,1.123183172,1.231584189,1.332211024,1.360339884,1.379881067,1.362213564
200,Bunia,6,180,Congo_DRC,6,138,82720352,167,Africa,other,CentralAfrica,6,0,0,0,6,0,0,0,6,0,0,0,0.110043068,0.101103734,0.090452241,0.078128272,0.075033282,0.075709509,0.075313839,0.071594384,0.070977251,0.068370294,0.063861,0.063248668,0.065698304,0.069835461,0.074938408,0.079880649,0.084418673,0.089922723,0.095678319,0.098507519,0.105528632,0.113031843,0.121337972,0.13179452,0.142647502,0.151411652
201,Buraydah,19,682,Saudi_Arabia,19,67,276428064,24,MiddleEast,other,MiddleEast,19,0,0,0,19,0,0,0,19,0,0,0,10.99310997,11.97216018,12.52012596,12.52873853,12.62347208,12.66139834,13.10394923,13.45700977,13.84178847,13.7207477,14.34222614,14.60460733,14.77303317,16.04127898,17.66606801,19.10160134,20.3378404,21.7435825,23.77856014,24.40945629,25.76023518,28.51727117,30.24192265,31.24401249,32.45620411,33.69585808
202,Bur-Sa'id,4,818,Egypt,9,618,51680412,1196,Africa,other,NorthAfrica,3,1,0,0,3,1,0,0,4,0,0,0,1.614123181,1.619582823,1.681142544,1.511088734,1.367085426,1.244916692,1.14492958,1.074757949,1.022074739,1.030166852,1.0690252,1.130693082,1.208909468,1.321774963,1.469101901,1.642933324,1.876665208,2.139596937,2.292817552,2.397571057,2.513991691,2.544018728,2.58065167,2.611126035,2.647817232,2.738696571
203,Bydgoszcz,16,616,Poland,16,271,106768736,254,Europe,advanced,Europe,16,0,0,0,16,0,0,0,16,0,0,0,3.034963458,2.956913766,3.144058088,3.329294176,3.503128756,3.64964676,3.664826316,3.75325962,4.095011486,4.107186332,4.52001508,4.608895426,4.680753088,4.81199836,5.05793912,5.165523764,5.498326796,5.90086052,6.150532564,6.222107014,6.412277054,6.774534494,6.925968648,7.06423337,7.312887866,7.59395052
